0.0146128	0.99516
0.0292255	0.99014
0.0438383	0.98396
0.058451	0.97309
0.0730638	0.95589
0.0876765	0.93466
0.102289	0.90953
0.116902	0.88218
0.131515	0.85258
0.146128	0.8228
0.16074	0.79342
0.175353	0.76305
0.189966	0.73308
0.204579	0.70403
0.219191	0.67618
0.233804	0.64977
0.248417	0.62312
0.26303	0.59742
0.277642	0.57283
0.292255	0.54937
0.306868	0.52717
0.321481	0.50607
0.336093	0.4857
0.350706	0.46653
0.365319	0.44771
0.379932	0.42948
0.394544	0.41211
0.409157	0.39493
0.42377	0.37899
0.438383	0.36383
0.452995	0.34854
0.467608	0.33412
0.482221	0.3205
0.496834	0.30749
0.511446	0.29534
0.526059	0.28325
0.540672	0.272
0.555285	0.26079
0.569897	0.24994
0.58451	0.23955
0.599123	0.23025
0.613736	0.22129
0.628348	0.21168
0.642961	0.20281
0.657574	0.19507
0.672187	0.18707
0.686799	0.17936
0.701412	0.17202
0.716025	0.16497
0.730638	0.15837
0.74525	0.15218
0.759863	0.14616
0.774476	0.14028
0.789089	0.13445
0.803701	0.12887
0.818314	0.12338
0.832927	0.11823
0.84754	0.11355
0.862152	0.10875
0.876765	0.10426
0.891378	0.10043
0.905991	0.09609
0.920603	0.09204
0.935216	0.08801
0.949829	0.08451
0.964442	0.08123
0.979054	0.078
0.993667	0.07464
1.00828	0.07138
1.02289	0.06843
1.03751	0.06547
1.05212	0.06259
1.06673	0.0602
1.08134	0.05743
1.09596	0.05506
1.11057	0.05254
1.12518	0.05027
1.13979	0.04799
1.15441	0.04602
1.16902	0.04426
1.18363	0.04264
1.19825	0.04106
1.21286	0.03967
1.22747	0.03814
1.24208	0.03669
1.2567	0.03519
1.27131	0.03392
1.28592	0.03258
1.30053	0.03103
1.31515	0.02966
1.32976	0.02846
1.34437	0.02734
1.35899	0.02621
1.3736	0.02501
1.38821	0.02415
1.40282	0.02315
1.41744	0.0221
1.43205	0.02115
1.44666	0.0203
1.46128	0.02
