-24	-24	0
-24	-23.2	0
-24	-22.4	0
-24	-21.6	0
-24	-20.8	0
-24	-20	0
-24	-19.2	0
-24	-18.4	0
-24	-17.6	0
-24	-16.8	0
-24	-16	0
-24	-15.2	0
-24	-14.4	0
-24	-13.6	0
-24	-12.8	0
-24	-12	0
-24	-11.2	0
-24	-10.4	0
-24	-9.6	0
-24	-8.8	0
-24	-8	0
-24	-7.2	0
-24	-6.4	0
-24	-5.6	0
-24	-4.8	0
-24	-4	0
-24	-3.2	0
-24	-2.4	0
-24	-1.6	0
-24	-0.8	0
-24	0	0
-24	0.8	0
-24	1.6	0
-24	2.4	0
-24	3.2	0
-24	4	0
-24	4.8	0
-24	5.6	0
-24	6.4	0
-24	7.2	0
-24	8	0
-24	8.8	0
-24	9.6	0
-24	10.4	0
-24	11.2	0
-24	12	0
-24	12.8	0
-24	13.6	0
-24	14.4	0
-24	15.2	0
-24	16	0
-24	16.8	0
-24	17.6	0
-24	18.4	0
-24	19.2	0
-24	20	0
-24	20.8	0
-24	21.6	0
-24	22.4	0
-24	23.2	0
-24	24	0
-24	24.8	0
-24	25.6	0
-24	26.4	0
-24	27.2	0
-24	28	0
-24	28.8	0
-24	29.6	0
-24	30.4	0
-24	31.2	0
-24	32	0
-24	32.8	0
-24	33.6	0
-24	34.4	0
-24	35.2	0
-24	36	0
-24	36.8	0
-24	37.6	0
-24	38.4	0
-24	39.2	0
-24	40	0
-24	40.8	0
-24	41.6	0
-24	42.4	0
-24	43.2	0
-24	44	0
-24	44.8	0
-24	45.6	0
-24	46.4	0
-24	47.2	0
-24	48	0
-24	48.8	0
-24	49.6	0
-24	50.4	0
-24	51.2	0
-24	52	0
-24	52.8	0
-24	53.6	0
-24	54.4	0
-24	55.2	0
-23.2	-24	0
-23.2	-23.2	2e-06
-23.2	-22.4	2e-06
-23.2	-21.6	2e-06
-23.2	-20.8	4e-06
-23.2	-20	7e-06
-23.2	-19.2	4e-06
-23.2	-18.4	3e-06
-23.2	-17.6	8e-06
-23.2	-16.8	7e-06
-23.2	-16	7e-06
-23.2	-15.2	8e-06
-23.2	-14.4	8e-06
-23.2	-13.6	3e-06
-23.2	-12.8	6e-06
-23.2	-12	8e-06
-23.2	-11.2	4e-06
-23.2	-10.4	1e-06
-23.2	-9.6	3e-06
-23.2	-8.8	6e-06
-23.2	-8	1.2e-05
-23.2	-7.2	2e-06
-23.2	-6.4	7e-06
-23.2	-5.6	9e-06
-23.2	-4.8	2e-06
-23.2	-4	9e-06
-23.2	-3.2	6e-06
-23.2	-2.4	9e-06
-23.2	-1.6	1e-05
-23.2	-0.8	8e-06
-23.2	0	7e-06
-23.2	0.8	8e-06
-23.2	1.6	7e-06
-23.2	2.4	6e-06
-23.2	3.2	1.2e-05
-23.2	4	1.2e-05
-23.2	4.8	1e-05
-23.2	5.6	7e-06
-23.2	6.4	1e-05
-23.2	7.2	1.5e-05
-23.2	8	8e-06
-23.2	8.8	9e-06
-23.2	9.6	8e-06
-23.2	10.4	7e-06
-23.2	11.2	8e-06
-23.2	12	1.3e-05
-23.2	12.8	3e-06
-23.2	13.6	1.1e-05
-23.2	14.4	1e-05
-23.2	15.2	1.4e-05
-23.2	16	2e-05
-23.2	16.8	5e-06
-23.2	17.6	1.3e-05
-23.2	18.4	9e-06
-23.2	19.2	8e-06
-23.2	20	6e-06
-23.2	20.8	3e-06
-23.2	21.6	6e-06
-23.2	22.4	9e-06
-23.2	23.2	6e-06
-23.2	24	5e-06
-23.2	24.8	1e-05
-23.2	25.6	8e-06
-23.2	26.4	1.6e-05
-23.2	27.2	7e-06
-23.2	28	9e-06
-23.2	28.8	6e-06
-23.2	29.6	5e-06
-23.2	30.4	7e-06
-23.2	31.2	4e-06
-23.2	32	4e-06
-23.2	32.8	4e-06
-23.2	33.6	9e-06
-23.2	34.4	4e-06
-23.2	35.2	8e-06
-23.2	36	9e-06
-23.2	36.8	1e-06
-23.2	37.6	3e-06
-23.2	38.4	4e-06
-23.2	39.2	7e-06
-23.2	40	1e-05
-23.2	40.8	6e-06
-23.2	41.6	1.1e-05
-23.2	42.4	8e-06
-23.2	43.2	5e-06
-23.2	44	3e-06
-23.2	44.8	3e-06
-23.2	45.6	7e-06
-23.2	46.4	3e-06
-23.2	47.2	1e-06
-23.2	48	6e-06
-23.2	48.8	3e-06
-23.2	49.6	9e-06
-23.2	50.4	3e-06
-23.2	51.2	2e-06
-23.2	52	2e-06
-23.2	52.8	2e-06
-23.2	53.6	0
-23.2	54.4	2e-06
-23.2	55.2	3e-06
-22.4	-24	0
-22.4	-23.2	3e-06
-22.4	-22.4	8e-06
-22.4	-21.6	5e-06
-22.4	-20.8	6e-06
-22.4	-20	7e-06
-22.4	-19.2	7e-06
-22.4	-18.4	2e-06
-22.4	-17.6	9e-06
-22.4	-16.8	4e-06
-22.4	-16	5e-06
-22.4	-15.2	6e-06
-22.4	-14.4	2e-06
-22.4	-13.6	8e-06
-22.4	-12.8	2e-06
-22.4	-12	3e-06
-22.4	-11.2	1e-05
-22.4	-10.4	7e-06
-22.4	-9.6	4e-06
-22.4	-8.8	7e-06
-22.4	-8	7e-06
-22.4	-7.2	5e-06
-22.4	-6.4	7e-06
-22.4	-5.6	7e-06
-22.4	-4.8	9e-06
-22.4	-4	7e-06
-22.4	-3.2	1e-05
-22.4	-2.4	3e-06
-22.4	-1.6	1.6e-05
-22.4	-0.8	1.3e-05
-22.4	0	7e-06
-22.4	0.8	1e-05
-22.4	1.6	3e-06
-22.4	2.4	3e-06
-22.4	3.2	8e-06
-22.4	4	5e-06
-22.4	4.8	9e-06
-22.4	5.6	1.2e-05
-22.4	6.4	7e-06
-22.4	7.2	7e-06
-22.4	8	7e-06
-22.4	8.8	1.4e-05
-22.4	9.6	7e-06
-22.4	10.4	1.1e-05
-22.4	11.2	1.4e-05
-22.4	12	4e-06
-22.4	12.8	1e-05
-22.4	13.6	1.4e-05
-22.4	14.4	1e-05
-22.4	15.2	1.5e-05
-22.4	16	1.4e-05
-22.4	16.8	5e-06
-22.4	17.6	1e-05
-22.4	18.4	6e-06
-22.4	19.2	1.2e-05
-22.4	20	8e-06
-22.4	20.8	4e-06
-22.4	21.6	1.3e-05
-22.4	22.4	7e-06
-22.4	23.2	5e-06
-22.4	24	1.3e-05
-22.4	24.8	8e-06
-22.4	25.6	5e-06
-22.4	26.4	1.1e-05
-22.4	27.2	9e-06
-22.4	28	5e-06
-22.4	28.8	7e-06
-22.4	29.6	8e-06
-22.4	30.4	1.2e-05
-22.4	31.2	3e-06
-22.4	32	7e-06
-22.4	32.8	5e-06
-22.4	33.6	4e-06
-22.4	34.4	3e-06
-22.4	35.2	7e-06
-22.4	36	9e-06
-22.4	36.8	5e-06
-22.4	37.6	8e-06
-22.4	38.4	4e-06
-22.4	39.2	5e-06
-22.4	40	4e-06
-22.4	40.8	6e-06
-22.4	41.6	4e-06
-22.4	42.4	4e-06
-22.4	43.2	3e-06
-22.4	44	2e-06
-22.4	44.8	4e-06
-22.4	45.6	5e-06
-22.4	46.4	5e-06
-22.4	47.2	3e-06
-22.4	48	2e-06
-22.4	48.8	2e-06
-22.4	49.6	4e-06
-22.4	50.4	5e-06
-22.4	51.2	3e-06
-22.4	52	1e-06
-22.4	52.8	4e-06
-22.4	53.6	1e-06
-22.4	54.4	0
-22.4	55.2	3e-06
-21.6	-24	0
-21.6	-23.2	7e-06
-21.6	-22.4	4e-06
-21.6	-21.6	5e-06
-21.6	-20.8	7e-06
-21.6	-20	5e-06
-21.6	-19.2	4e-06
-21.6	-18.4	1e-05
-21.6	-17.6	2e-06
-21.6	-16.8	2e-06
-21.6	-16	7e-06
-21.6	-15.2	3e-06
-21.6	-14.4	6e-06
-21.6	-13.6	8e-06
-21.6	-12.8	4e-06
-21.6	-12	8e-06
-21.6	-11.2	3e-06
-21.6	-10.4	7e-06
-21.6	-9.6	8e-06
-21.6	-8.8	4e-06
-21.6	-8	4e-06
-21.6	-7.2	6e-06
-21.6	-6.4	3e-06
-21.6	-5.6	4e-06
-21.6	-4.8	7e-06
-21.6	-4	9e-06
-21.6	-3.2	9e-06
-21.6	-2.4	6e-06
-21.6	-1.6	7e-06
-21.6	-0.8	6e-06
-21.6	0	9e-06
-21.6	0.8	7e-06
-21.6	1.6	7e-06
-21.6	2.4	4e-06
-21.6	3.2	8e-06
-21.6	4	8e-06
-21.6	4.8	9e-06
-21.6	5.6	1.1e-05
-21.6	6.4	6e-06
-21.6	7.2	8e-06
-21.6	8	9e-06
-21.6	8.8	1.2e-05
-21.6	9.6	8e-06
-21.6	10.4	8e-06
-21.6	11.2	7e-06
-21.6	12	1e-05
-21.6	12.8	1.3e-05
-21.6	13.6	1.7e-05
-21.6	14.4	1.4e-05
-21.6	15.2	8e-06
-21.6	16	1.9e-05
-21.6	16.8	1.3e-05
-21.6	17.6	1e-05
-21.6	18.4	5e-06
-21.6	19.2	6e-06
-21.6	20	9e-06
-21.6	20.8	9e-06
-21.6	21.6	9e-06
-21.6	22.4	9e-06
-21.6	23.2	8e-06
-21.6	24	4e-06
-21.6	24.8	7e-06
-21.6	25.6	5e-06
-21.6	26.4	9e-06
-21.6	27.2	1.1e-05
-21.6	28	9e-06
-21.6	28.8	1e-05
-21.6	29.6	9e-06
-21.6	30.4	9e-06
-21.6	31.2	4e-06
-21.6	32	1.1e-05
-21.6	32.8	1.1e-05
-21.6	33.6	7e-06
-21.6	34.4	5e-06
-21.6	35.2	6e-06
-21.6	36	6e-06
-21.6	36.8	4e-06
-21.6	37.6	4e-06
-21.6	38.4	8e-06
-21.6	39.2	6e-06
-21.6	40	4e-06
-21.6	40.8	9e-06
-21.6	41.6	4e-06
-21.6	42.4	6e-06
-21.6	43.2	1e-06
-21.6	44	4e-06
-21.6	44.8	9e-06
-21.6	45.6	6e-06
-21.6	46.4	0
-21.6	47.2	4e-06
-21.6	48	3e-06
-21.6	48.8	1e-06
-21.6	49.6	2e-06
-21.6	50.4	1e-06
-21.6	51.2	1e-06
