0.0124813	0
0.0249626	8e-06
0.0374438	0.000374
0.0499251	0.002071
0.0624064	0.005022
0.0748877	0.008599
0.0873689	0.011693
0.0998502	0.014516
0.112331	0.016507
0.124813	0.017725
0.137294	0.018345
0.149775	0.018912
0.162257	0.018879
0.174738	0.019083
0.187219	0.018753
0.1997	0.018203
0.212182	0.017942
0.224663	0.017505
0.237144	0.017009
0.249626	0.016227
0.262107	0.015909
0.274588	0.015133
0.287069	0.014671
0.299551	0.013993
0.312032	0.013628
0.324513	0.01289
0.336994	0.012249
0.349476	0.011835
0.361957	0.01128
0.374438	0.01088
0.38692	0.010386
0.399401	0.009932
0.411882	0.009688
0.424363	0.009207
0.436845	0.008878
0.449326	0.008378
0.461807	0.008146
0.474288	0.007788
0.48677	0.007337
0.499251	0.00722
0.511732	0.0068
0.524214	0.006465
0.536695	0.006332
0.549176	0.006004
0.561657	0.00571
0.574139	0.005488
0.58662	0.005291
0.599101	0.00509
0.611583	0.00493
0.624064	0.004636
0.636545	0.004536
0.649026	0.0043
0.661508	0.004152
0.673989	0.003931
0.68647	0.003828
0.698951	0.003652
0.711433	0.003446
0.723914	0.003339
0.736395	0.003279
0.748877	0.003032
0.761358	0.003028
0.773839	0.002802
0.78632	0.002646
0.798802	0.002575
0.811283	0.002418
0.823764	0.00236
0.836245	0.002269
0.848727	0.002152
0.861208	0.002027
0.873689	0.002021
0.886171	0.001961
0.898652	0.001848
0.911133	0.001741
0.923614	0.001631
0.936096	0.001592
0.948577	0.001531
0.961058	0.001448
0.97354	0.001492
0.986021	0.00141
0.998502	0.001237
1.01098	0.001272
1.02346	0.001176
1.03595	0.001129
1.04843	0.001049
1.06091	0.00106
1.07339	0.000985
1.08587	0.000951
1.09835	0.000924
1.11083	0.000926
1.12331	0.000833
1.1358	0.000863
1.14828	0.000808
1.16076	0.000769
1.17324	0.000724
1.18572	0.000745
1.1982	0.000688
1.21068	0.000689
1.22317	0.000634
1.23565	0.0006
1.24813	0.000569
1.26061	1e-06
