0.0134324	0
0.0268648	4.6e-05
0.0402973	0.000425
0.0537297	0.001289
0.0671621	0.001966
0.0805945	0.002534
0.094027	0.002781
0.107459	0.002866
0.120892	0.002908
0.134324	0.002764
0.147757	0.002665
0.161189	0.002579
0.174622	0.002565
0.188054	0.002263
0.201486	0.002336
0.214919	0.002203
0.228351	0.00202
0.241784	0.002045
0.255216	0.001964
0.268648	0.001785
0.282081	0.001756
0.295513	0.001647
0.308946	0.001558
0.322378	0.001516
0.335811	0.001533
0.349243	0.001377
0.362675	0.00137
0.376108	0.001323
0.38954	0.00118
0.402973	0.001148
0.416405	0.001186
0.429838	0.001086
0.44327	0.001073
0.456702	0.001025
0.470135	0.000955
0.483567	0.000943
0.497	0.000916
0.510432	0.000899
0.523865	0.0008
0.537297	0.000769
0.550729	0.000762
0.564162	0.000691
0.577594	0.000658
0.591027	0.000695
0.604459	0.000611
0.617891	0.000643
0.631324	0.00056
0.644756	0.000578
0.658189	0.000558
0.671621	0.000532
0.685054	0.000515
0.698486	0.000465
0.711918	0.000424
0.725351	0.000446
0.738783	0.000385
0.752216	0.000421
0.765648	0.000401
0.779081	0.000364
0.792513	0.000343
0.805945	0.000379
0.819378	0.00033
0.83281	0.000296
0.846243	0.000322
0.859675	0.000289
0.873108	0.000313
0.88654	0.000273
0.899972	0.000288
0.913405	0.000225
0.926837	0.000247
0.94027	0.000243
0.953702	0.000239
0.967134	0.00021
0.980567	0.000217
0.993999	0.000184
1.00743	0.0002
1.02086	0.000197
1.0343	0.000174
1.04773	0.000179
1.06116	0.000174
1.07459	0.00014
1.08803	0.00016
1.10146	0.000129
1.11489	0.000146
1.12832	0.00015
1.14176	0.000126
1.15519	0.00012
1.16862	0.000117
1.18205	9.9e-05
1.19549	0.000106
1.20892	8.9e-05
1.22235	9.4e-05
1.23578	0.000101
1.24922	0.000102
1.26265	8.4e-05
1.27608	7.9e-05
1.28951	8e-05
1.30295	7.1e-05
1.31638	6.9e-05
1.32981	8.4e-05
1.34324	6.4e-05
